,STflg,tradeDate
0,*ST,2010-01-04
1,*ST,2010-01-05
2,*ST,2010-01-06
3,*ST,2010-01-07
4,*ST,2010-01-08
5,*ST,2010-01-11
6,*ST,2010-01-12
7,*ST,2010-01-13
8,*ST,2010-01-14
9,*ST,2010-01-15
10,*ST,2010-01-18
11,*ST,2010-01-19
12,*ST,2010-01-20
13,*ST,2010-01-21
14,*ST,2010-01-22
15,*ST,2010-01-25
16,*ST,2010-01-26
17,*ST,2010-01-27
18,*ST,2010-01-28
19,*ST,2010-01-29
20,*ST,2010-02-01
21,*ST,2010-02-02
22,*ST,2010-02-03
23,*ST,2010-02-04
24,*ST,2010-02-05
25,*ST,2010-02-08
26,*ST,2010-02-09
27,*ST,2010-02-10
28,*ST,2010-02-11
29,*ST,2010-02-12
30,*ST,2010-02-22
31,*ST,2010-02-23
32,*ST,2010-02-24
33,*ST,2010-02-25
34,*ST,2010-02-26
35,*ST,2010-03-01
36,*ST,2010-03-02
37,*ST,2010-03-03
38,*ST,2010-03-04
39,*ST,2010-03-05
40,*ST,2010-03-08
41,*ST,2010-03-09
42,*ST,2010-03-10
43,*ST,2010-03-11
44,*ST,2010-03-12
45,*ST,2010-03-15
46,*ST,2010-03-16
47,*ST,2010-03-17
48,*ST,2010-03-18
49,*ST,2010-03-19
50,*ST,2010-03-22
51,*ST,2010-03-23
52,*ST,2010-03-24
53,*ST,2010-03-25
54,*ST,2010-03-26
55,*ST,2010-03-29
56,*ST,2010-03-30
57,*ST,2010-03-31
58,*ST,2010-04-01
59,*ST,2010-04-02
60,*ST,2010-04-06
61,*ST,2010-04-07
62,*ST,2010-04-08
63,*ST,2010-04-09
64,*ST,2010-04-12
65,*ST,2010-04-13
66,*ST,2010-04-14
67,*ST,2010-04-15
68,*ST,2010-04-16
69,*ST,2010-04-19
70,*ST,2010-04-20
71,*ST,2010-04-21
72,*ST,2010-04-22
73,*ST,2010-04-23
74,*ST,2010-04-26
75,*ST,2010-04-27
76,*ST,2010-04-28
77,*ST,2010-04-29
78,*ST,2010-04-30
79,*ST,2010-05-04
80,*ST,2010-05-05
81,*ST,2010-05-06
82,*ST,2010-05-07
83,*ST,2010-05-10
84,*ST,2010-05-11
85,*ST,2010-05-12
86,*ST,2010-05-13
87,*ST,2010-05-14
88,*ST,2010-05-17
89,*ST,2010-05-18
90,*ST,2010-05-19
91,*ST,2010-05-20
92,*ST,2010-05-21
93,*ST,2010-05-24
94,*ST,2010-05-25
95,*ST,2010-05-26
96,*ST,2010-05-27
97,*ST,2010-05-28
98,*ST,2010-05-31
99,*ST,2010-06-01
100,*ST,2010-06-02
101,*ST,2010-06-03
