,STflg,tradeDate
0,ST,2010-01-04
1,ST,2010-01-05
2,ST,2010-01-06
3,ST,2010-01-07
4,ST,2010-01-08
5,ST,2010-01-11
6,ST,2010-01-12
7,ST,2010-01-13
8,ST,2010-01-14
9,ST,2010-01-15
10,ST,2010-01-18
11,ST,2010-01-19
12,ST,2010-01-20
13,ST,2010-01-21
14,ST,2010-01-22
15,ST,2010-01-25
16,ST,2010-01-26
17,ST,2010-01-27
18,ST,2010-01-28
19,ST,2010-01-29
20,ST,2010-02-01
21,ST,2010-02-02
22,ST,2010-02-03
23,ST,2010-02-04
24,ST,2010-02-05
25,ST,2010-02-08
26,ST,2010-02-09
27,ST,2010-02-10
28,ST,2010-02-11
29,ST,2010-02-12
30,ST,2010-02-22
31,ST,2010-02-23
32,ST,2010-02-24
33,ST,2010-02-25
34,ST,2010-02-26
35,ST,2010-03-01
36,ST,2010-03-02
37,ST,2010-03-03
38,ST,2010-03-04
39,ST,2010-03-05
40,ST,2010-03-08
41,ST,2010-03-09
42,ST,2010-03-10
